text,category,title,url,published,length
"Don t pay a fake parking fine   four ways to protect yourself from scams. Four simple tips to make sure you don t fall victim to fake texts or payment demands from BBC expert Nick Stapleton. Fresh warnings have been issued by police forces and councils across the country after a rise in parking scams over the summer. From fake text messages about unpaid tickets to tampered car park machines that secretly steal your card details, fraudsters are becoming increasingly creative.There are easy ways to protect yourself from some of the most common tricks. Genuine parking notices always contain certain details.Real parking fines will include vehicle registration, the time of the offence and the location it happened.If it doesn t have these three things then it is a scam.A genuine fine will always come in writing and will be left on your windscreen, handed to you in person or arrive in the post.There are three types of fines you may receive - a penalty charge notice issued by the council, a fixed penalty notice issued by police usually linked to offences such as speeding and a parking charge notice issued by a private company. Parking charge notices aren t technically fines, they re invoices for breaching parking rules, so you don t always have to pay them but check carefully before refusing to pay. If you get a text out of the blue saying you owe money for an unpaid parking ticket, stop before you click. One of the most common tricks is a fake text or email demanding payment for an unpaid fine. These texts usually come with a link you are told to click on to pay the fine and use urgent and threatening language to make you panic.Some scam texts might say your licence will be revoked if you don t pay for the ticket but  that s not how it works, you won t lose your licence.Some links in these scam texts take you to websites that look like official government ones. Clicking on any suspicious link is always a bad idea.But if you are protected by up-to-date antivirus software and a VPN, and are interested to find out if the site is a clone, you can see if other links on the website work.If you are unsure, the best practice is to avoid clicking anything and exit the site. If you have clicked on a suspicious link, don t despair - but do these three things Restart your device  A lot of the links allow a scammer to gain remote access to your device. If you restart your phone or laptop it will kill the connection Change passwords  If you ve filled in your details on the link make sure you change your passwords to any accounts with money inCall your bank  Inform your bank s fraud department about the message, the link and what information you gaveYou could also consider installing antivirus software then run a search to see if any malware has been installed. A new scam, which is increasing according to the UK s national fraud reporting centre Action Fraud, targets people paying for parking at machines. Fraudsters attach a physical device to a contactless payment reader on a parking machine and when you try to pay, the machine displays a  card declined  message. While you walk off to try another machine, the skimming device has already stolen your card details.Here s how to check whether the machine has been tampered with Look for an extra sticker  Check there is no extra sticker or item placed on top of the contactless payment buttonVerify Branding  Look for the correct logos and branding. Scammers often use stickers with mismatched logosTrust Your Instincts  If something looks or feels suspicious, do not use the machineContactless readers should look like they re part of the machine. If something looks bolted on or mismatched, it s best not to risk it. Always trust your gut.If you do feel like there s something not quite right with the machine you can pay in cash instead or through a parking app.",business,Don't pay a fake parking fine – four ways to protect yourself from scams,https://www.bbc.com/news/articles/cn8438ngpe1o?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 23:37:07 GMT",681
"UK borrowing costs hit 27-year high adding to pressure on Reeves. The interest rate on UK 30-year bonds hits the highest since 1998 as concerns over the economic outlook continue. UK government long-term borrowing costs have reached their highest level since 1998, adding to the pressure on the chancellor ahead of the Budget.The interest rate on 30-year government bonds, known as the yield, jumped to 5.72 , making it more expensive for the government to borrow money.There are rising expectations that Chancellor Rachel Reeves will increase taxes in the Budget later this year in order to meet her borrowing and spending rules, as worries grow about the state of the government s finances.On the currency markets, the pound also fell more than 1  against the dollar on Tuesday. Sterling fell against the dollar to  1.3388, which is the lowest level against the US currency since 7 August.The UK was not alone in seeing borrowing costs rise, with yields on 30-year German, French and Dutch bonds climbing to their highest since 2011.In the US, 30-year Treasury bond yields rose to their highest in more than a month.A number of factors have led to borrowing costs for governments around the globe to go up, such as geopolitical tensions, US President Donald Trump s trade policies and the upcoming confidence vote in the French government.Meanwhile, there was appetite for shorter-term UK government debt. The UK Debt Management Office sold a record  14bn of 10-year bonds on Tuesday after attracting  141bn worth of orders by investors. But Susannah Streeter, head of money and markets at Hargreaves Lansdown, said the chancellor faced  highly difficult choices  in the Budget. In its manifesto, Labour promised not to raise taxes such as income tax, VAT or national insurance on  working people . This has led to much speculation over what taxes Reeves could raise in the autumn Budget. One option suggested is that the freeze on income tax thresholds, which is due to end in 2028, could be extended. Often referred to as a  stealth tax , freezing income tax thresholds means that, over time as salaries rise, more people are dragged into paying higher rates.There have also been reports that Reeves is considering reforming property taxes. With so many options for raising taxes being bandied about during the summer, there appears to be concern that the decisions made might not be sufficiently thought through,  said Ms Streeter. The worry isn t just that government coffers won t be replenished, but that they will be filled at the expense of growth, leading to a vicious circle emerging. On Monday, the government announced a partial reshuffle, with Darren Jones, formerly Reeves s deputy, being given a key No 10 role by the prime minister.The changes are focused on beefing up the economic know-how in Downing Street. Baroness Shafik, a former deputy governor of the Bank of England, has been named at Keir Starmer s new chief economic adviser.The moves are a recognition that the upcoming autumn s Budget will be a defining moment in this Labour government. Governments borrow money from investors by selling bonds - which is a loan the government promises to pay back at the end of an agreed time.The yield on 30-year UK government bonds - known as gilts - has been rising for some months, and this makes it more expensive for the government to borrow money due to higher interest payments.The government s official forecaster, the Office for Budget Responsibility  OBR , takes borrowing costs into account when looking at whether the chancellor is meeting her self-imposed fiscal rules.When she became chancellor, Reeves set out two rules on government borrowing, which she has repeatedly said are  non-negotiable . These were day-to-day government costs will be paid for by tax income, rather than borrowing by 2029-30to get debt falling as a share of national income by the end of this parliament in 2029-30Part of the reason Reeves is under pressure is that her financial buffer to stick to these rules is a relatively slim  10bn. The chancellor recently refused to rule out tax rises after disappointing data on economic growth.On Tuesday, a spokesperson for Starmer said the government s  iron-clad commitment to our robust fiscal rules remains , adding it had made the necessary decisions to  stabilise the public finances .But shadow chancellor Mel Stride said the latest market movements were  another economic disaster from Rachel Reeves - and a clear vote of no confidence in Labour from the markets . With more tax rises on the horizon, the economy is now in a precarious position,  he added.There has been a wide range of forecasts for how much money Reeves might need to raise in the Budget to meet her rules.One factor that will influence this is the borrowing costs facing the government.When the OBR makes makes its forecasts for government debt it looks at yields on all bonds.Paul Dales, chief UK economist at Capital Economics, said concerns about the path of UK inflation and interest rates, combined with global issues, were pushing UK government borrowing costs up.In addition, he added that pension funds were also not buying as much long-term government debt due to the change in recent years from defined-benefit to defined-contribution schemes.Mr Dales said Reeves would have to raise between  18bn and  28bn in the Budget to avoid breaking her fiscal rules, and to maintain her  10bn buffer.Households and banks  will probably feel the brunt of the higher taxes , he said.",business,UK borrowing costs hit 27-year high adding to pressure on Reeves,https://www.bbc.com/news/articles/cy989njnq2wo?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 16:46:17 GMT",911
"Trump and sons  stake in crypto firm worth  5bn. World Liberty Financial, launched by the Trumps during the presidential campaign, begins trading. The crypto token backed by the Trump family has started publicly trading, giving the holdings owned by the US president and his sons a value of roughly  5bn   3.7bn .The Trumps launched crypto firm World Liberty Financial in the middle of the presidential campaign last year, drawing questions about potential conflicts of interest as he became entangled in an industry he would be poised to regulate.The company raised money by selling its eponymous digital tokens to investors, who were initially barred from selling. But investors voted in July to allow early purchasers, not including founders like Trump family, to sell up to 20  of their holdings of the coin, which trades as WLFI. As of Tuesday, WLFI was trading at around  0.22 on exchanges such as Binance and Coinbase, after sinking roughly 50  since the start of trading on Monday. While the fall indicates tepid demand, the coin is still trading at a higher price than what many early buyers would have paid initially, putting them in line for profit.  We re setting a new standard for financial freedom  built on trust, speed, and U.S. values,  Eric Trump wrote on social media.  This is a huge moment for the future of money! According to financial disclosures, Trump himself holds roughly 15.75 billion WLFI tokens worth more than  3.4bn, making crypto the most significant source of his fortune.The Trumps overall control just under a quarter of the roughly 100 billion WLFI coins that it created last year, giving them claim to holdings worth roughly  5bn, as of Tuesday s prices. Trump and his sons also get a cut of the revenues generated by coin sales, an arrangement that has already helped to bring in more than  500m, according to Reuters calculations. That revenue got a boost last month after World Liberty Financial joined forces with another publicly traded firm that had raised  750m from investors to buy the cryptocurrency, a deal that puts World Liberty Financial in the unusual position of being both buyer and seller of the WLFI token. Democrats have consistently raised alarm about Trump s crypto dealings, arguing that World Liberty Financial and other coins he has backed are vehicles for corruption, conflict of interest and grift.The Trump administration has just as consistently dismissed the criticism, even as the president has dramatically shifted the government s posture toward the industry. White House press secretary Karoline Leavitt said the administration s policies were  driving innovation and economic opportunity for all Americans . The media s continued attempts to fabricate conflicts of interest are irresponsible and reinforce the public s distrust in what they read,  Ms Leavitt said in a statement.  Neither the President nor his family have ever engaged, or will ever engage, in conflicts of interest.  Token offerings, like the one from World Liberty Financial, faced intense scrutiny under the Biden administration, which argued that they were essentially a kind of stock sale and subject to existing rules governing publicly traded companies on issues such as conflicts of interest and disclosure.Trump, who said during the campaign he wanted to make the US the  crypto capital of the world , had vowed a more hands-off approach. Last month, the Department of Justice disbanded its task force focused on crypto crimes.Financial regulators have also explicitly disavowed the Biden administration s guidance on securities. Despite what the SEC has said in the past, most crypto assets are not securities,  his top financial regulator Paul Atkins, the head of the Securities and Exchange Commission, said in a speech in July. We need a regulatory framework for crypto asset securities that allows these products to flourish within American markets.",business,Trump and sons' stake in crypto firm worth $5bn,https://www.bbc.com/news/articles/ckgjgyyqgvyo?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 18:07:42 GMT",628
"Jaguar Land Rover production severely hit by cyber-attack. Staff were sent home and the company shut down its IT systems in an effort to minimise the damage done. A cyber-attack has  severely disrupted  Jaguar Land Rover  JLR  vehicle production, including at its two main UK plants. The company, which is owned by India s Tata Motors, said it took immediate action to lessen the impact of the hack and is working quickly to restart operations. JLR s retail business has also been badly hit at a traditionally a popular time for consumers to take delivery of a new vehicle - but there is no evidence any customer data had been stolen, it said. The attack began on Sunday as the latest batch of new registration plates became available on Monday, 1 September. The BBC understands that the attack was detected while in progress, and the company shut down its IT systems in an effort to minimise any damage. Workers at the company s Halewood plant in Merseyside were told by email early on Monday morning not to come into work while others were sent home, as first reported by the Liverpool Echo.The BBC understands the attack has also hit JLR s other main UK manufacturing plant at Solihull, with staff there also sent home.The company said   We took immediate action to mitigate its impact by proactively shutting down our systems. We are now working at pace to restart our global applications in a controlled manner.  It added   At this stage there is no evidence any customer data has been stolen but our retail and production activities have been severely disrupted. It is not yet known who is responsible for the hack, but it follows crippling attacks on prominent UK retail businesses including Marks   Spencer and the Co-op.In both cases, the hackers sought to extort money.While JLR s statement makes no mention of a cyber-attack, a separate filing by parent company Tata Motors to the Bombay Stock Exchange referred to an  IT security incidence  causing  global  issues. The National Crime Agency said   We are aware of an incident impacting Jaguar Land Rover and are working with partners to better understand its impact. In 2023, as part of an effort to  accelerate digital transformation across its business , JLR signed a five-year,  800m deal with corporate stablemate Tata Consultancy Services to provide cybersecurity and a range of other IT services. The halt in production is a fresh blow to the firm which recently revealed a slump in profits attributed to increasing in costs caused by US tariffs. Sign up for our Tech Decoded newsletter to follow the world s top tech stories and trends. Outside the UK? Sign up here.",business,Jaguar Land Rover production severely hit by cyber-attack,https://www.bbc.com/news/articles/c9wywvllq7wo?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 18:39:39 GMT",448
"Sainsbury s to trial facial recognition to catch shoplifters. Sainsbury s says the technology is part of efforts to identify shoplifters to curb retail crime. Sainsbury s is planning to introduce facial recognition technology across its supermarkets in a bid to identify shoplifters.The UK s second largest supermarket has begun an eight-week trial in two stores as part of a crackdown on the crime, which has increased sharply in recent years. The retail sector is at a crossroads, facing rising abuse, anti-social behaviour and violence,  said Sainsbury s chief executive Simon Roberts.  We must put safety first.  However, privacy campaigners described the project as  deeply disproportionate and chilling , urging the supermarket chain to abandon its plans. Sainsbury s is working with facial recognition business Facewatch and will start using the technology this week at one shop in London and another in Bath ahead of a potential nationwide roll out.Facewatch is used in numerous retailers in the UK - including Budgens, Sports Direct and Costcutter - to identify shoplifters.But the use of facial recognition in shops has been heavily criticised with campaigners and MPs calling for a ban.Sainsbury s, which has more than 1,400 shops across the country, said the plans were  not about monitoring  staff or customers, but to create  safe, secure and welcoming environments .Bosses said the technology would be used to help identify and potentially ban people who are  violent, aggressive or steal in the store , but records would be instantly deleted if the software does not recognise the face of reported individuals. Madeleine Stone, senior advocacy officer at privacy group BigBrotherWatch, said   Sainsbury s decision to trial Orwellian facial recognition technology in its shops is deeply disproportionate and chilling. Sainsbury s should abandon this trial and the government must urgently step in to prevent the unchecked spread of this invasive technology. Sainsbury s said incidents of theft, abuse and threatening behaviour  continue to rise  despite working with the police and government, adding that it is  affecting Sainsbury s teams across the UK daily .According to the Office for National Statistics  ONS , there were 530,643 shoplifting offences in the year to March, an increase of 20  on the previous 12 months. Mr Roberts said   We have listened to the deep concerns our colleagues and customers have and they re right to expect us to act. We understand that facial recognition technology can raise valid questions about data and privacy. Crime and Policing Minister Dame Diana Johnson said the Home Office was working with businesses to tackle retail crime  head-on  and was looking into  passing new laws to protect retail workers from abuse .Joanne Thomas, general secretary of the USDAW union, welcomed Sainsbury s approach.She said   We look forward to seeing the results of the trial of facial recognition software and will continue to work closely with Sainsbury s to support a responsible, evidence-led approach to tackling retail crime.",business,Sainsbury's to trial facial recognition to catch shoplifters,https://www.bbc.com/news/articles/c15l5p4zwdqo?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 13:15:50 GMT",483
"Gold price hits record high as investors seek safety. Experts say uncertainty resulting from US policy is making investors seek safer investments such as gold. The price of gold has hit a record high as demand for the precious metal remains strong amid global economic uncertainty.The spot gold price hit  3,508.50 per ounce early on Tuesday, continuing its upwards trend which has seen it rise by nearly a third this year.The precious metal is viewed as a safer asset for investors during times of economic uncertainty, and its price rose earlier this year after US President Donald Trump announced wide ranging tariffs which have upset global trade.Analysts say the price has also been lifted by expectations that the US central bank will cut its key interest rate, making gold an even more attractive prospect for investors. Adrian Ash, director of research at BullionVault, told the BBC s Today programme that the rise in gold prices over the past few months is really down to Trump and  what he s done to geopolitics  and  what he s done to global trade . It was really the US election last year that really put a fire under it,  he said.Analysts also cite worries over the independence of the US central bank, the Federal Reserve, as another factor driving the gold price. Trump has launched repeated attacks on the Federal Reserve s chair, Jerome Powell, and recently attempted to fire one of its governors, Lisa Cook.Derren Nathan from Hargreaves Lansdown said it was Trump s  attempts to undermine the independence of the Federal Reserve Bank  that was  driving renewed interest in safe haven assets including gold .On Monday, the head of the European Central Bank Christine Lagarde warned that if Trump were to undermine the independence of the Fed, it would represent a  very serious danger  to the global economy.She said if the Fed was forced to respond to Trump s politics, it would have a  very worrying  impact on economic stability in the US, and therefore in the rest of the world as well.Mr Ash added that when the price of gold surges because of investor interest, it was usually tempered by a slowdown in buying from China and India - two of the biggest markets for gold jewellery. But this time, he said gold was continuing to find demand in China and India as, rather than exiting the market during times of high prices, jewellery buyers turn towards buying investment gold products such as bars or coins. Gold s general price increase also comes from a  raft  of other reasons, including Russia s invasion of Ukraine which has added to a climate of general political uncertainty, said precious metals analyst Suki Cooper from Standard Chartered.She adds that this year, the impact of changing trade policies on inflation and supply chains has also fuelled the gold price. Gold has found added support from USD  US dollar  weakness earlier in the year as the preferred safe haven,  she concluded.",business,Gold price hits record high as investors seek safety,https://www.bbc.com/news/articles/ceqyq7r8703o?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 14:15:23 GMT",496
"Nestle fires boss after romantic relationship with employee. The food giant says Laurent Freixe had an  undisclosed  relationship with  a direct subordinate . Nestle has fired its chief executive after just one year in the job because he failed to disclose a  romantic relationship  with a  direct subordinate .The Swiss food giant, which makes Kit Kat chocolate bars and Nespresso coffee capsules, said Laurent Freixe had been dismissed with  immediate effect  following an investigation led by Nestle s chair and lead independent director.The BBC understands the inquiry was triggered by a report made through the company s whistleblowing channel.Nestle chair Paul Bulcke said   This was a necessary decision. Nestle s values and governance are strong foundations of our company. I thank Laurent for his years of service at Nestle.  The relationship was with an employee who is not on the executive board and the investigation began because it represented a conflict of interest, the BBC has learned.As well as Mr Bulcke, independent director Pablo Isla oversaw the inquiry into Mr Freixe  with the support of independent outside counsel .The Financial Times has reported that concerns were raised about Mr Freixe s relationship with an employee earlier this year and, after an internal investigation, the claims were found to be unsubstantiated.After the complaints persisted, the newspaper reports that Nestle conducted another investigation with help from outside counsel after which the claims were upheld. A spokesperson for Nestle said   We acted at all times in line with best practice corporate governance. The external investigation was opened shortly after the initial internal investigation, and today s decision shows that we are taking allegations and investigations seriously. On Wednesday, Nestle subsequently said   Laurent Freixe denied the relationship throughout the course of both investigations. Mr Freixe had been with Nestle for nearly 40 years but stepped up to the global chief executive role last September, replacing Mark Schneider.Nestle confirmed that he will not receive an exit package.The BBC has contacted Mr Freixe for comment.Philipp Navratil, who has been with Nestle since 2001, has been appointed as Mr Freixe s successor.Mr Bulcke said the company was  not changing course on strategy and we will not lose pace on performance . Mr Bulcke is set to step down as chair next year and Mr Isla, the former boss of Zara-owner Inditex, has been proposed as his replacement.Other companies have parted ways with their chief executives following investigations into their personal relationships with colleagues.BP chief executive Bernard Looney, who led the oil giant for three years, quit after admitting he was not  fully transparent  initially.Steve Easterbrook was fired by McDonald s in 2019 after it found he had a consensual relationship with an employee.But McDonald s said a further investigation found that the British executive had three additional relationships with staff.He initially received  105m   77.5m  in a severance package which he later returned. In 2023, he was fined  400,000 by the US financial watchdog for misleading investors. He paid the penalty without admitting or denying the claims.Additional reporting by Dearbail Jordan.",business,Nestle fires boss after romantic relationship with employee,https://www.bbc.com/news/articles/c1mpm9ee9p9o?at_medium=RSS&at_campaign=rss,"Wed, 03 Sep 2025 17:30:54 GMT",503
"Net-zero  not a platitude  for oil and gas sector - regulator. The North Sea Transition Authority said the energy transition was  well underway  and has been  for decades . The head of the oil and gas regulator says cutting the sector s carbon emissions is not  a platitude or a soundbite  but presents significant commercial benefits. Stuart Payne, who leads the North Sea Transition Authority  NSTA , told BBC Scotland News the energy transition was  well underway  and has been  for decades .His remarks follow a pledge by UK Conservative leader Kemi Badenoch to rid the NSTA of the net-zero  burden  and task it with the sole job of maximising oil and gas production.Mr Payne said about half of the  100bn expected to be invested in the North Sea over the next few years will be in alternative energies like carbon capture and storage  CCS  and floating wind. The Conservative leader addressed the huge Offshore Europe conference in Aberdeen later, where around 35,000 delegates will gather for the next four days.Badenoch said the UK is  sabotaging  itself and that  families, communities, entire towns could be wiped out. She promised to scrap the net-zero compatibility tests that come with oil and gas permitting, adding that  we will judge  on one metric alone - how much oil and gas they produce. She said there would be no more  judicial overreach   because a judge is persuaded by a pressure group .She ended her speech by saying Conservatives will  not be bullied by activists  and  will not surrender Britain s future. The conference is a showcase for the sector where multi-million pound deals are agreed between the supply chain and operators.Over recent years, the event has pivoted towards alternative energies. Stuart Payne said the NSTA s focus on green technologies has already delivered a 34  cut in emissions from producing oil and gas.However he said there was  much more to do. He added   The words we use matter. How we talk about this industry, whether that s in the wind side, whether that s in CCS, in oil and gas, in decommissioning, it matters.  And it s vital that we do everything we can to ensure that we re attracting and retaining investment in all of those things. He said it was  not a good thing  for his organisation to be treated like a political football and that  how we talk about this industry  is important. The net zero opportunity for the UK is not something that is a platitude or a soundbite,  he added.  There are real, very significant, commercial benefits for the UK from the projects around net-zero.  Originally called the Oil and Gas Authority, the regulatory body was renamed by the UK Conservative government in 2022 to reflect its growing role in the wider North Sea energy industry.The NSTA s job is to  regulate and influence the oil and gas, offshore hydrogen, and carbon storage industries  as well as holding the sector to account on reducing its operational emissions.But Kemi Badenoch says she would rename it the  North Sea Authority  with a mandate to  maximise the extraction of our oil and gas.  Oil and gas production in the North Sea has been in decline for more than 25 years since it peaked in 1999.Three years ago, an energy profits levy - or windfall tax - was introduced when prices spiked, taking the headline rate of tax on profits to 78 .The industry has been lobbying for the tax to be cut and says up to a thousand jobs a month are being lost because of the pressures it is under.It also wants a more  pragmatic  approach to exploration licensing than the UK Labour government s blanket ban introduced last year.A government consultation is currently examining the future shape of the North Sea.Tessa Khan from the environmental campaign group Uplift said the UK has already burned most of its oil and gas.She added   The idea we can unleash a golden age of oil and gas is a tired gimmick that s been tried by Badenoch s predecessors and flopped. The North Sea is a mature basin with dwindling oil and gas reserves.  It s like a piñata at the end of a kids party   it doesn t matter how many times you hit it, you re not going to get much more out of it.",business,Net-zero 'not a platitude' for oil and gas sector - regulator,https://www.bbc.com/news/articles/cy08rdye476o?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 11:19:48 GMT",723
"Trump says India offered to remove tariffs on US goods. His comment came hours after Indian PM Modi met China s Xi Jinping and Russia s Vladimir Putin. US President Donald Trump says India has offered to cut its tariffs  to nothing  even as he called the current trade stalemate with the country  a totally one sided disaster . US tariffs of 50  on goods from India - which includes 25  penalty for Delhi s refusal to stop buying oil from Russia - took effect last week.India has not responded to Trump s latest comment but such war of words over Russian oil has caused Delhi-Washington ties to hit an all-time low. Trump s comment coincides with Indian Prime Minister Narendra Modi attending the Shanghai Co-operation Organisation  SCO  summit in Tianjin where he met Chinese President Xi Jinping and Russian President Vladimir Putin. Washington says Delhi has been indirectly funding Russia s war in Ukraine. India buys most of its oil and military products from Russia, very little from the US,  Trump wrote, adding Delhi should have cut tariffs  years ago .Delhi has previously said that oil supply from Russia was vital to meet the energy needs of its vast population.It has also called the tariffs  unfair, unjustified and unreasonable .Last week, the country s commerce minister, Piyush Goyal, said India  will neither bow down nor ever appear weak  in its economic relationships with other countries.He also said the country was ready to a have a free-trade agreement with anyone who wanted it.On Monday, Trump wrote   What few people understand is that we do very little business with India, but they do a tremendous amount of business with us. In other words, they sell us massive amounts of goods, their biggest  client,  but we sell them very little - Until now a totally one sided relationship, and it has been for many decades. Modi and Xi meet  Trump as the wildcard and other takeawaysReeling from Trump s tariffs, India and China seek a business rebootThe US was, until recently, India s largest trading partner and the tariffs have sparked fears that exports and growth in the world s fifth largest economy could suffer.At the SCO summit, Modi was seen shaking hands with Putin ahead of a meeting hosted by Xi.The SCO, whose members include China, India, Iran, Pakistan and Russia, is seen as a challenge to Trump and US dominance on a global level.Putin and Modi later spent 45 minutes inside the Russian leader s car - after which Modi posted a picture of their journey alongside the compliment to Putin.The Indian PM said he had an  insightful  exchange with Putin.",business,Trump says India offered to remove tariffs on US goods,https://www.bbc.com/news/articles/cn0r014p828o?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 05:22:05 GMT",441
"Scotland scraps peak rail fares - will the rest of the UK follow?. Working patterns have changed since Covid so could peak train pricing be phased out altogether? Train passengers no longer have to pay higher prices for peak time tickets on ScotRail, raising the question over whether the rest of the UK could follow suit.While some passengers told the BBC they would welcome the prospect of cheaper tickets, experts are divided over whether it could push prices up overall or result in overcrowded carriages. The peak off-peak system is designed to discourage passengers from getting on busier trains, by making it more expensive to travel during the commuter rush before 9am and between 5pm and 7pm.However, the pandemic working from home and rail usage has not yet returned to pre-Covid levels so peak travel times are less busy than they used to be.David Ross, chief operating officer at ScotRail - which is owned by the Scottish government - told BBC Radio 4 s Today programme that the shift meant it could scrap peak charges as  there s plenty of capacity for people to travel with us . Unlike the Scottish system, English railways are run by a mix of publicly-owned firms and private contractors which the government has pledged to nationalise as their contracts end. Ticket prices are set by the Department for Transport  DfT  so if the government wanted to scrap peak fares across England it could.London North Eastern Railway  LNER , which is run by the government, is experimenting with simpler charges across parts of its network - with the pilot due to end on 7 September.The DfT has not said whether or not it would try removing peak charges across the whole English network, but it has said it wants to reform the way tickets are priced as it nationalises the system. We know the current labyrinth of fares and prices can be confusing, which is why we want to make it easier for passengers to find the right ticket for their journey,  a transport spokesperson said.The Rail Delivery Group, which represents rail firms, said the industry was  continuing to improve fares to reflect how people live and travel today, including expanding Pay As You Go areas and offering Flexi season tickets . Meanwhile, Transport for Wales  TfW  and Translink operate the Welsh and Northern Irish railways and are run by their devolved governments.TfW told the BBC it was  committed to making train travel more affordable  but did not say whether it was considering scrapping peak fares.It pointed to its pay as you go  PAYG  contactless payment option on the Metro across South East Wales which allows daily and weekly fare capping. TfW is rolling it out in north-east Wales next year.The BBC has approached Translink for comment. ScotRail s move has reduced prices - an anytime day return ticket from Glasgow to Edinburgh has gone from  32.60 to  16.80.ScotRail s Ross said this means  passenger journeys will increase and over time it will pay for itself , but rail experts are divided.If passenger numbers remain the same ticket prices may need to go up overall to make up for the lost revenue, some have warned.The other issue is what scrapping peak charges would mean for some already overcrowded routes. Clearly, the rush hour trains are already packed. And if you remove the disincentive to travel, it would mean more would want to travel on those trains,  said Bruce Williamson from campaign group Railfuture.As such, he said any removal of peak charges would need to come alongside investment in increasing capacity of the rail network - something which would cost the government money. Elizabeth Wilson, 18, from Hull, is due to start a maths degree course at Newcastle University and believes ScotRail s initiative should be  standard across the whole of the country . There shouldn t be a difference in price just because of when you travel. At the end of the day you re doing the same journey, it shouldn t matter what time you do that journey. Elizabeth says even with her 16-25 railcard  train fares are really expensive especially for students who don t have much money . I m often having to wait until later so I can travel because I can t afford to travel during peak times,  she adds.She says the current cost of rail fares mean  you re almost forced to buy a car because it s much easier .",business,Scotland scraps peak rail fares - will the rest of the UK follow?,https://www.bbc.com/news/articles/czxp9zl0k90o?at_medium=RSS&at_campaign=rss,"Tue, 02 Sep 2025 14:07:02 GMT",742
